Timestamp,Value1,Value2
2021-02-13 05:35:04,467665,1957
2021-02-13 05:35:05,518150,1262
2021-02-13 05:35:05,325361,1058
2021-02-13 05:35:05,300793,141
2021-02-13 07:03:39,187664,1636
2021-02-13 07:03:40,592415,280
2021-02-13 08:08:18,754673,1566
2021-02-13 08:14:19,6903,909
2021-02-13 09:02:58,194520,764
2021-02-13 09:02:59,753053,213
2021-02-13 09:03:00,417064,115
2021-02-13 09:56:44,231024,169
2021-02-13 10:18:31,82449,854
2021-02-13 10:18:32,1079140,493
2021-02-13 10:18:33,190833,103
2021-02-13 11:29:40,787882,955
2021-02-13 19:21:50,151908,388
2021-02-13 19:53:18,628277,94
2021-02-13 19:59:21,513399,1957
2021-02-13 20:33:25,131163,103
2021-02-13 20:33:25,263175,140
2021-02-13 20:33:26,159435,983
2021-02-13 23:19:23,272798,140
2021-02-14 17:00:53,74358,1245
2021-02-14 17:00:53,401109,1161
2021-02-14 17:00:54,762896,658
2021-02-14 17:08:07,795143,1511
2021-02-14 17:08:07,583545,1160
2021-02-14 17:08:07,215914,1095
2021-02-14 17:15:07,573398,965
2021-02-14 18:36:48,189598,1206
2021-02-14 18:36:49,507620,788
2021-02-14 18:36:49,450871,579
2021-02-15 09:31:58,114266,1482
2021-02-15 15:16:06,739609,1123
2021-02-16 07:25:33,188468,251
2021-02-16 08:59:50,624494,1217
2021-02-16 09:32:46,126888,167
2021-02-16 09:32:47,279758,1030
2021-02-16 11:39:42,614223,612
2021-02-16 12:13:29,51037,667
2021-02-16 12:38:06,733787,1408
2021-02-17 18:28:31,408523,307
2021-02-17 18:37:56,235675,434
2021-02-17 19:51:21,173314,89
2021-02-17 21:19:19,240086,1123
2021-02-17 23:02:40,251068,565
2021-02-17 23:02:40,172889,150
2021-02-18 02:48:24,7211,75
2021-02-18 17:43:33,200156,1566
2021-02-18 20:20:37,568261,1058
2021-02-18 20:20:38,300793,1012
2021-02-18 20:39:58,237964,112
2021-02-18 20:40:00,221491,1250
2021-02-18 20:40:00,750001,615
2021-02-18 20:40:00,7101,642
2021-02-19 07:24:39,245450,1151
2021-02-19 07:24:39,787882,1086
2021-02-19 11:23:02,131691,1337
2021-02-19 11:47:39,506977,120
2021-02-19 12:05:09,545222,218
2021-02-19 12:05:13,348636,118
2021-02-19 12:05:13,48394,1189
2021-02-19 12:05:14,301534,634
2021-02-19 12:43:13,271393,1347
2021-02-19 12:43:13,515333,1197
2021-02-19 12:52:44,520545,149
2021-02-20 02:06:01,391643,681
2021-02-20 07:50:09,966154,662
2021-02-20 07:50:09,81978,881
2021-02-20 08:32:44,136926,872
2021-02-20 13:48:17,444106,472
2021-02-20 13:48:18,80888,218
2021-02-20 13:52:56,705156,900
2021-02-20 14:47:42,701372,1040
2021-02-20 16:03:45,7112,1141
2021-02-20 16:03:45,472877,782
2021-02-20 16:09:46,258648,1022
2021-02-20 16:10:42,472110,1807
2021-02-20 16:10:42,815690,714
2021-02-20 16:10:43,238883,983
2021-02-20 16:27:55,442918,140
2021-02-20 16:31:28,630685,157
2021-02-20 17:32:01,257864,130
2021-02-20 18:07:08,279591,872
2021-02-21 10:16:35,240433,382
2021-02-21 10:36:37,810230,1104
2021-02-21 10:53:49,461078,1273
2021-02-21 11:01:02,641429,1272
2021-02-21 22:14:24,276461,1244
2021-02-22 13:08:17,630372,225
2021-02-22 13:08:18,158758,259
2021-02-22 13:42:22,323017,472
2021-02-22 18:54:27,162398,853
2021-02-22 21:00:00,117467,84
2021-02-22 21:48:47,629647,204
2021-02-22 21:48:47,615371,509
2021-02-23 01:54:53,812642,351
2021-02-23 01:54:53,221275,1038
2021-02-23 01:54:53,7022,85
2021-02-23 01:54:54,151908,117
2021-02-23 04:22:55,708700,900
2021-02-23 04:22:55,1062711,1986
2021-02-23 04:22:56,408523,326
2021-02-23 04:25:59,460573,648
2021-02-23 05:45:31,720049,1021
2021-02-23 05:51:23,149225,431
2021-02-23 05:51:24,491809,1012
2021-02-23 05:51:24,449720,1864
2021-02-23 05:59:54,178316,550
2021-02-23 07:12:33,70062,1077
2021-02-23 07:47:59,578889,1566
2021-02-23 07:53:04,317608,1138
2021-02-23 07:53:04,315547,531
2021-02-23 07:54:36,460573,667
2021-02-23 07:54:37,215914,2227
2021-02-23 08:56:36,53165,331
2021-02-23 13:23:42,577268,1473
2021-02-23 15:30:37,266167,741
2021-02-23 15:37:47,1067746,1287
2021-02-23 15:41:20,360550,788
2021-02-24 06:33:43,633964,844
2021-02-24 08:51:01,410130,853
2021-02-24 09:54:14,639790,593
2021-02-24 10:16:01,645831,139
2021-02-24 10:16:02,103339,114
2021-02-24 10:53:13,172761,872
2021-02-24 10:53:14,416163,99
2021-02-24 10:53:15,982269,1529
2021-02-24 12:53:52,411556,103
2021-02-24 13:16:07,578732,993
2021-02-24 13:54:06,486910,93
2021-02-24 17:09:49,418359,1077
2021-02-24 18:01:59,138513,830
2021-02-24 18:45:19,277181,141
2021-02-24 19:03:23,779857,658
2021-02-25 07:56:42,80500,909
2021-02-25 07:56:43,189598,565
2021-02-25 08:06:08,566806,132
2021-02-25 09:04:51,624761,1967
2021-02-25 09:04:51,585211,89
2021-02-25 09:05:47,147366,56
2021-02-25 09:05:48,498136,297
2021-02-25 09:05:48,471417,112
2021-02-25 10:28:54,48394,140
2021-02-25 10:28:55,7101,1263
2021-02-25 15:37:41,96273,657
2021-02-25 17:19:16,151908,2172
2021-02-25 18:10:29,523414,881
2021-02-25 18:10:30,919332,593
2021-02-25 20:38:31,135820,123
2021-02-26 04:33:31,180654,2670
2021-02-26 04:51:16,645831,1273
2021-02-26 04:51:16,247657,138
2021-02-26 05:23:02,273877,354
2021-02-26 07:29:57,240608,94
2021-02-26 08:13:09,6985,75
2021-02-26 10:30:27,773320,2125
2021-02-26 10:38:57,138591,655
2021-02-26 16:21:16,160982,84
2021-02-26 16:21:17,725363,103
2021-02-26 16:59:47,807397,185
2021-02-27 08:07:39,505263,123
2021-02-27 08:07:39,416689,140
2021-02-27 08:07:40,409684,388
2021-02-27 08:07:40,57756,798
2021-02-27 08:13:08,499592,789
2021-02-27 10:50:12,409684,1262
2021-02-27 10:50:12,558914,76
2021-02-27 10:50:13,448581,974
2021-02-27 10:53:28,146667,303
2021-02-27 10:59:39,919332,871
2021-02-27 10:59:39,301281,1262
2021-02-27 11:15:29,221275,909
2021-02-27 11:21:20,94387,131
2021-02-27 11:21:20,583497,152
2021-02-27 22:26:59,418180,123
2021-02-27 22:26:59,523414,862
2021-02-27 22:27:00,675208,662
2021-02-27 22:27:01,605450,124
2021-02-27 22:27:01,53494,1068
2021-02-27 22:47:18,91478,820
2021-02-27 22:47:19,492443,947
2021-02-28 09:08:45,418007,333
2021-02-28 09:48:52,327482,103
2021-02-28 12:13:26,593123,66
2021-02-28 20:08:26,500474,330
2021-03-01 03:13:37,470242,965
2021-03-01 03:29:27,472594,2670
2021-03-01 03:33:44,486176,443
2021-03-01 03:34:00,765051,1206
2021-03-01 03:34:04,77055,1611
2021-03-01 07:28:14,18669,1262
2021-03-01 07:55:31,660069,806
2021-03-01 11:22:33,418359,1319
2021-03-01 13:28:06,628277,1160
2021-03-01 13:55:49,239753,266
2021-03-02 03:47:08,428312,1929
2021-03-02 04:38:06,578515,835
2021-03-02 04:59:56,7211,140
2021-03-02 09:06:02,36282,1356
2021-03-02 09:06:02,266167,374
2021-03-03 05:29:04,327482,123
2021-03-04 04:36:06,188468,75
2021-03-04 15:10:20,195416,732
2021-03-04 15:10:20,701585,342
2021-03-04 17:34:54,826706,1151
2021-03-04 17:34:54,258802,801
2021-03-05 00:40:05,265072,159
2021-03-05 00:59:04,1007826,494
2021-03-05 02:36:05,301281,731
2021-03-05 02:36:05,163328,160
2021-03-05 02:36:05,78151,574
2021-03-05 02:36:06,615371,336
2021-03-05 02:51:14,550187,123
2021-03-05 03:04:48,240786,1031
2021-03-05 03:04:48,159435,658
2021-03-05 03:04:48,95000,757
2021-03-05 03:04:48,798638,592
2021-03-05 03:04:49,245450,1235
2021-03-05 03:04:50,290093,751
2021-03-05 16:26:13,324463,531
2021-03-05 17:16:12,930315,122
2021-03-05 17:16:12,753053,1552
2021-03-05 22:46:46,406526,899
2021-03-06 17:20:03,188080,579
2021-03-06 17:20:03,418706,965
2021-03-06 17:20:03,738205,1012
2021-03-06 17:20:04,43715,1448
2021-03-06 17:27:52,87767,1560
2021-03-06 18:47:24,415259,741
2021-03-06 19:17:25,470905,75
2021-03-06 20:16:08,350144,169
2021-03-08 04:55:01,768011,1067
2021-03-08 14:57:04,146803,123
2021-03-08 14:57:04,727063,634
2021-03-08 14:58:18,745753,648
2021-03-08 14:58:19,78151,555
2021-03-08 14:58:20,323693,560
2021-03-08 15:22:15,121836,1794
2021-03-08 16:14:25,335121,806
2021-03-08 20:20:31,190833,1751
2021-03-08 20:20:32,69944,1030
2021-03-08 20:20:33,85869,400
2021-03-08 23:58:37,416689,675
2021-03-09 13:49:56,408989,587
2021-03-09 13:49:58,456068,167
2021-03-09 13:56:07,69614,773
2021-03-09 13:56:08,316682,159
2021-03-09 22:45:44,323908,592
2021-03-10 11:44:25,492443,1077
2021-03-10 11:44:25,765576,361
2021-03-10 11:53:08,6969,122
2021-03-10 12:23:10,545222,333
2021-03-10 12:23:11,565816,122
2021-03-10 12:23:11,233428,568
2021-03-10 13:13:10,165622,93
2021-03-10 17:01:12,252145,1305
2021-03-10 17:32:40,432568,993
2021-03-10 17:32:40,65177,1189
2021-03-10 17:32:40,286727,103
2021-03-10 17:38:08,750001,667
2021-03-10 19:43:41,613558,1356
2021-03-10 19:43:42,298843,788
2021-03-10 20:03:37,126500,183
2021-03-11 01:38:17,285151,1160
2021-03-11 02:57:46,7112,132
2021-03-11 07:18:33,349936,151
2021-03-11 07:18:33,735415,686
2021-03-11 07:31:46,624494,278
2021-03-11 09:02:54,702224,1226
2021-03-11 09:02:55,1094152,783
2021-03-11 09:02:56,417660,713
2021-03-11 09:04:15,98108,433
2021-03-11 14:41:19,105737,435
2021-03-11 16:45:09,165622,313
2021-03-11 17:43:22,265975,741
2021-03-11 17:43:23,278679,1040
2021-03-11 17:57:44,147366,1529
2021-03-11 17:57:44,409684,1390
2021-03-11 17:57:44,584538,1225
2021-03-11 18:31:48,573270,718
2021-03-12 05:37:27,730098,1057
2021-03-12 05:37:27,245450,798
2021-03-12 06:10:27,470242,145
2021-03-12 06:24:01,133741,531
2021-03-12 06:24:02,277679,761
2021-03-12 07:14:01,525746,1751
2021-03-12 20:35:24,812642,983
2021-03-13 02:24:35,108285,757
2021-03-13 02:49:12,276461,509
2021-03-13 02:49:13,194520,75
2021-03-13 02:49:13,566630,416
2021-03-13 05:16:01,350144,85
2021-03-13 05:23:15,72094,574
2021-03-13 05:23:15,85729,1394
2021-03-13 05:23:16,598151,1305
2021-03-13 05:23:17,240086,1664
2021-03-13 06:00:19,584292,1104
2021-03-13 06:00:19,609641,182
2021-03-13 06:00:21,620034,936
2021-03-13 22:38:53,62136,830
2021-03-13 22:38:54,152109,974
2021-03-13 22:44:46,423656,302
2021-03-13 22:44:46,1007826,681
2021-03-13 22:44:47,239407,882
2021-03-13 22:44:48,121202,160
2021-03-14 00:45:25,69134,723
2021-03-14 00:45:26,411556,90
2021-03-14 00:45:26,591386,686
2021-03-14 13:10:33,258129,872
2021-03-14 13:10:34,599294,797
2021-03-15 08:15:08,412729,213
2021-03-15 08:15:08,172541,1473
2021-03-15 11:39:43,480279,66
2021-03-15 11:39:43,699909,1039
2021-03-15 11:39:43,853876,218
2021-03-15 11:39:43,121836,1123
2021-03-15 11:39:43,292030,136
2021-03-15 11:39:43,450871,167
2021-03-15 11:39:43,214870,307
2021-03-15 12:01:41,523414,844
2021-03-15 12:08:02,205129,1160
2021-03-15 17:16:48,355768,689
2021-03-16 09:46:10,94387,1058
2021-03-16 09:46:10,583545,713
2021-03-16 10:33:10,72809,900
2021-03-16 11:07:34,64207,713
2021-03-16 11:39:16,94387,732
2021-03-16 11:39:16,491809,151
2021-03-16 11:45:58,645805,557
2021-03-16 12:42:07,276461,881
2021-03-16 12:56:43,157477,1133
2021-03-16 12:56:44,317274,1394
2021-03-17 06:38:14,266244,140
2021-03-17 06:56:18,471591,1566
2021-03-17 07:09:37,579073,671
2021-03-17 07:09:37,1084100,890
2021-03-17 07:09:39,339824,1067
2021-03-17 09:29:05,599294,272
2021-03-17 09:44:08,564920,66
2021-03-17 09:44:09,699859,546
2021-03-17 09:44:09,245450,1482
2021-03-17 10:21:11,220537,1197
2021-03-17 11:21:44,7112,93
2021-03-17 11:45:57,214180,788
2021-03-18 11:04:27,506977,816
2021-03-18 11:05:25,155563,1393
2021-03-18 11:10:33,579073,658
2021-03-18 11:10:36,755561,960
2021-03-18 12:26:39,966154,555
2021-03-18 12:39:37,299279,648
2021-03-18 13:28:24,462667,904
2021-03-18 13:35:07,472110,1178
2021-03-18 14:29:53,609046,84
2021-03-18 15:46:38,82449,1687
2021-03-18 15:46:38,173775,555
2021-03-18 15:46:39,463390,2930
2021-03-18 16:44:52,619715,573
2021-03-18 19:11:40,982269,1864
2021-03-18 19:11:41,310725,936
2021-03-18 20:24:39,263175,1417
2021-03-18 20:38:22,120992,1040
2021-03-18 20:38:23,350898,167
2021-03-18 20:38:24,233011,288
2021-03-18 20:38:24,787882,783
2021-03-18 20:49:14,612686,1319
2021-03-18 22:09:41,348636,1412
2021-03-18 23:08:49,218871,269
2021-03-18 23:15:31,635543,1468
2021-03-18 23:15:31,633664,742
2021-03-19 01:29:52,265762,797
2021-03-19 02:01:41,105272,66
2021-03-19 02:19:11,907802,180
2021-03-19 02:19:11,449720,278
2021-03-19 02:19:11,126888,543
2021-03-19 02:19:12,116191,167
2021-03-19 02:19:12,740168,736
2021-03-19 18:48:34,57756,862
2021-03-19 18:48:35,79328,47
2021-03-19 18:48:36,250628,686
2021-03-19 19:25:47,110658,140
2021-03-19 20:26:20,6985,132
2021-03-19 20:46:42,146416,216
2021-03-19 21:35:57,730098,1244
2021-03-19 21:35:57,815690,472
2021-03-19 22:02:29,624461,892
2021-03-19 22:11:54,82689,983
2021-03-19 22:11:54,475128,1362
2021-03-19 22:43:40,203365,167
2021-03-20 00:20:41,277946,1645
2021-03-20 11:34:03,618548,1068
2021-03-20 11:34:03,221275,1306
2021-03-20 11:34:04,188761,75
2021-03-20 11:34:04,593324,826
2021-03-20 14:19:04,321111,574
2021-03-20 14:19:04,349025,149
2021-03-20 15:44:43,768011,761
2021-03-20 15:45:41,471591,1250
2021-03-20 15:56:25,162398,593
2021-03-20 16:23:42,67799,1077
2021-03-20 17:36:38,193463,56
2021-03-20 19:26:18,930315,984
2021-03-20 19:26:19,272798,612
2021-03-20 20:16:05,360550,1197
2021-03-20 20:16:05,272627,1086
2021-03-20 21:47:13,324463,751
2021-03-21 11:08:36,69134,166
2021-03-21 12:12:16,7083,732
2021-03-21 12:12:17,682997,136
2021-03-21 12:37:04,110691,112
2021-03-21 14:01:56,460573,602
2021-03-21 21:46:10,930315,1654
2021-03-21 21:46:10,233011,157
2021-03-22 04:51:21,238652,113
2021-03-22 19:58:29,730098,1319
2021-03-23 09:13:52,142256,1464
2021-03-23 09:30:27,62136,323
2021-03-23 09:30:28,624964,1356
2021-03-23 20:22:17,111187,974
2021-03-23 20:22:17,109548,364
2021-03-23 20:22:19,170549,1197
2021-03-23 21:13:17,740168,141
2021-03-23 21:13:17,818209,909
2021-03-23 22:48:11,6985,1123
2021-03-24 00:12:50,412729,178
2021-03-24 01:29:30,90594,132
2021-03-24 02:44:41,739917,391
2021-03-24 02:44:41,584292,550
2021-03-24 03:02:26,257501,392
2021-03-24 03:02:27,204715,1579
2021-03-24 04:27:20,238652,1687
2021-03-24 06:03:39,329946,1012
2021-03-24 08:15:33,333808,104
2021-03-24 08:15:33,423656,1929
2021-03-24 08:15:33,997952,113
2021-03-24 08:15:33,219643,1179
2021-03-24 20:21:01,593123,966
2021-03-24 22:02:35,279445,1473
2021-03-24 22:40:30,634191,983
2021-03-24 23:07:20,1042131,139
2021-03-25 02:45:24,95000,1226
2021-03-25 02:45:25,540139,167
2021-03-25 02:45:25,200156,1216
2021-03-25 03:08:06,205129,118
2021-03-25 04:21:02,500678,937
2021-03-26 04:20:30,634528,185
2021-03-26 04:20:31,88054,1123
2021-03-26 04:24:16,463022,1440
2021-03-26 04:24:17,285151,1077
2021-03-26 04:24:18,614425,993
2021-03-26 04:24:19,329946,56
2021-03-26 05:49:58,647924,393
2021-03-26 05:49:58,645831,881
2021-03-26 06:03:11,710556,278
2021-03-26 06:16:45,239884,577
2021-03-26 06:16:46,230413,522
2021-03-26 10:02:30,245450,1219
2021-03-26 23:17:53,844152,1161
2021-03-27 09:18:21,375582,634
2021-03-27 09:37:48,130523,1169
2021-03-27 10:05:31,566830,167
2021-03-27 10:50:13,131943,1142
2021-03-27 10:50:13,599294,139
2021-03-27 10:50:14,513399,630
2021-03-27 10:59:45,240786,555
2021-03-27 17:23:31,251832,711
2021-03-27 17:24:33,448850,565
2021-03-27 18:39:36,147148,1235
2021-03-27 18:55:41,798638,113
2021-03-27 20:24:58,624494,593
2021-03-27 20:28:13,324653,149
2021-03-27 20:28:13,86808,476
2021-03-27 21:43:24,467665,157
2021-03-27 22:06:56,146917,955
2021-03-27 22:06:56,613093,574
2021-03-27 23:21:59,561491,1807
2021-03-28 12:43:22,170549,532
2021-03-28 13:05:37,826706,253
2021-03-28 14:08:50,919332,148
2021-03-28 15:52:11,693319,537
2021-03-28 15:52:12,257864,568
2021-03-28 21:41:23,355130,1178
2021-03-28 21:41:23,173314,178
2021-03-28 22:15:47,513800,937
2021-03-28 22:15:48,428312,1557
2021-03-28 22:40:01,644308,216
2021-03-28 22:40:01,362093,120
2021-03-29 00:40:38,1032567,667
2021-03-29 00:40:38,1047255,1077
2021-03-29 00:52:48,566630,66
2021-03-29 00:54:02,82689,993
2021-03-29 01:01:12,279758,2152
2021-03-29 02:57:57,172541,648
2021-03-29 03:04:00,149225,1123
2021-03-29 03:04:01,100742,1160
2021-03-29 03:18:54,131692,593
2021-03-29 03:43:31,361398,47
2021-03-29 03:57:32,783997,1141
2021-03-29 04:06:57,114266,1412
2021-03-29 07:22:40,203323,1012
2021-03-29 07:55:19,109548,900
2021-03-29 08:43:32,131692,1356
2021-03-29 13:29:04,444585,574
2021-03-30 03:57:40,317921,75
2021-03-30 04:47:06,105925,112
2021-03-30 04:47:07,613558,150
2021-03-30 19:41:00,301534,1226
2021-03-30 19:41:01,53542,1310
2021-03-30 20:25:45,612916,854
2021-03-30 21:15:27,355469,343
2021-03-31 09:40:34,304555,727
2021-03-31 09:40:35,350144,96
2021-03-31 09:40:35,188428,432
2021-03-31 10:51:42,321454,993
2021-03-31 11:02:29,117619,615
2021-03-31 11:02:30,232038,297
2021-03-31 12:01:38,172560,568
2021-03-31 12:59:49,641429,121
2021-03-31 12:59:50,193463,1557
2021-03-31 13:58:03,258932,363
2021-04-01 04:25:44,1089461,103
2021-04-01 04:41:27,116191,816
2021-04-01 10:46:17,416525,120
2021-04-01 10:46:17,80984,1636
2021-04-01 12:08:27,152837,513
2021-04-01 12:08:27,6985,104
2021-04-01 12:24:15,94073,1077
2021-04-01 15:17:48,264719,158
2021-04-01 15:49:30,195240,176
2021-04-01 16:10:13,233011,1021
2021-04-01 16:10:13,230302,204
2021-04-02 15:13:41,325114,657
2021-04-02 15:13:43,266957,191
2021-04-03 23:52:36,593906,1002
2021-04-04 10:44:57,278848,1678
2021-04-04 10:44:57,790336,113
2021-04-04 11:18:50,142256,1440
2021-04-04 13:14:40,91478,809
2021-04-04 13:14:40,505551,103
2021-04-04 13:22:21,510104,2152
2021-04-04 13:30:56,85869,150
2021-04-04 13:30:57,110658,84
2021-04-05 19:21:22,493569,546
2021-04-05 19:26:15,189891,113
2021-04-05 19:26:16,276461,1095
2021-04-05 19:56:23,157893,333
2021-04-05 19:56:23,779857,84
2021-04-05 20:03:33,204816,1440
2021-04-05 20:59:42,418180,1179
2021-04-05 20:59:42,279433,237
2021-04-05 21:50:55,77466,443
2021-04-05 21:50:55,411556,47
2021-04-05 23:12:36,79328,528
2021-04-06 00:19:41,568261,736
2021-04-06 01:41:13,471417,1347
2021-04-06 02:57:16,361843,333
2021-04-06 02:57:17,450635,695
2021-04-06 22:56:20,362093,593
2021-04-06 22:57:18,56765,579
2021-04-06 23:31:22,136701,458
2021-04-06 23:31:22,272185,185
2021-04-06 23:31:22,239753,113
2021-04-07 08:40:34,535419,658
2021-04-07 19:32:55,128186,113
2021-04-07 19:32:56,251068,965
2021-04-07 20:17:40,200156,615
2021-04-07 20:18:36,92511,1058
2021-04-07 20:18:37,924966,1241
2021-04-07 20:18:37,604505,648
2021-04-07 21:03:19,720049,844
2021-04-07 21:03:20,727063,1021
2021-04-07 21:50:30,438046,272
2021-04-07 21:50:31,770479,947
2021-04-07 21:50:31,607031,178
2021-04-07 23:07:54,450635,1141
2021-04-07 23:57:04,470905,112
2021-04-08 00:14:16,460346,770
2021-04-08 02:11:26,159072,330
2021-04-08 02:17:47,95000,689
2021-04-08 02:17:48,471914,862
2021-04-08 02:55:47,290093,615
2021-04-08 03:12:32,486176,393
2021-04-08 04:01:19,278848,593
2021-04-08 04:01:19,407726,66
2021-04-08 04:01:19,471229,559
2021-04-08 04:01:20,407726,835
2021-04-08 04:01:21,87558,937
2021-04-08 04:01:22,471591,797
2021-04-08 04:01:22,195416,578
2021-04-08 04:01:24,1053346,178
2021-04-08 04:01:24,203365,139
2021-04-08 16:10:28,417847,1431
2021-04-08 16:10:28,565816,528
2021-04-08 16:10:28,187942,574
2021-04-08 16:16:52,311581,1011
2021-04-08 16:16:52,853876,811
2021-04-08 16:16:52,64106,159
2021-04-09 08:12:20,322322,909
2021-04-09 08:12:20,545222,230
2021-04-09 08:12:20,256855,123
2021-04-09 08:12:21,755186,242
2021-04-09 08:12:21,837962,85
2021-04-09 09:47:15,624494,2152
2021-04-09 09:47:16,349216,853
2021-04-09 09:47:17,432568,1529
2021-04-09 09:47:21,129836,565
2021-04-09 10:53:47,342018,1408
2021-04-09 11:57:14,81978,574
2021-04-09 12:42:18,102876,1557
2021-04-09 15:44:27,410306,164
2021-04-09 17:01:07,844152,112
2021-04-09 17:15:17,276461,1095
2021-04-09 17:15:17,630685,1263
2021-04-09 17:15:17,415259,881
2021-04-10 04:48:16,639790,1449
2021-04-10 04:48:16,1002791,1031
2021-04-10 04:48:17,6998,1068
2021-04-10 05:14:21,469217,680
2021-04-10 05:14:21,624761,113
2021-04-10 05:25:10,472453,113
2021-04-10 19:53:46,221491,225
2021-04-10 19:53:46,514192,1123
2021-04-10 19:53:48,177273,607
2021-04-10 20:13:08,108285,947
2021-04-10 21:48:02,469381,311
2021-04-10 21:48:03,7022,222
2021-04-12 15:08:54,568261,112
2021-04-12 15:08:54,486176,655
2021-04-12 15:11:03,67404,844
2021-04-13 01:13:06,457893,113
2021-04-13 01:13:06,739609,1966
2021-04-13 02:06:50,670233,806
2021-04-13 03:00:23,128186,382
2021-04-13 03:01:42,136105,1626
2021-04-14 19:00:35,705156,2930
2021-04-14 19:00:36,250628,140
2021-04-14 21:30:47,628277,48
2021-04-14 22:34:27,778791,624
2021-04-14 22:50:17,603864,406
2021-04-14 22:50:18,930315,1057
2021-04-15 18:49:21,62053,816
2021-04-15 18:49:21,143837,1715
2021-04-15 18:49:22,173775,574
2021-04-15 19:11:24,258129,1896
2021-04-15 19:11:24,977054,634
2021-04-15 19:11:24,105809,810
2021-04-16 15:34:26,85869,162
2021-04-16 16:59:18,6982,1189
